date,symbol,gap_percent,open_price,prev_close,last_price,volume
2024-01-03,CCLDO,-100.0,0.0,6.62,6.6,2010
2024-01-03,CEVA,-1.6158818097876333,21.31,21.66,21.0,127017
2024-01-03,CAPL,-1.7470881863560657,23.62,24.04,25.14,56386
2024-01-03,MBI,1.0526315789473615,5.76,5.7,5.5701,1338085
2024-01-03,NC,-0.05454049631852502,36.65,36.67,36.56,10833
2024-01-03,OFS,-1.725625539257975,11.39,11.59,11.55,65275
2024-01-03,TGL,-2.9473684210526283,0.0922,0.095,0.0949,506199
2024-01-03,THRY,-1.2224938875305624,20.2,20.45,19.46,183092
2024-01-03,ORGN,-3.848410184207432,0.8195,0.8523,0.77,1678317
2024-01-03,WRN,1.7102388307089704,1.35,1.3273,1.31,169124
2024-01-03,SIBN,-1.0556621880998027,20.62,20.84,20.71,476182
2024-01-03,XXII,-2.3968784838350046,0.1751,0.1794,0.17695,658897
2024-01-03,WKEY,0.5376344086021511,1.87,1.86,1.94,218520
2024-01-03,NEO,-2.743902439024386,15.95,16.4,16.28,1127169
2024-01-03,BWFG,-0.06835269993165799,29.24,29.26,28.7,15257
2024-01-03,CNVS,-1.5384615384615397,1.28,1.3,1.25,38061
2024-01-03,BJDX,3.3898305084745797,1.22,1.18,1.15,96331
2024-01-03,EXFY,0.0,2.51,2.51,2.2418,695741
2024-01-03,HIMX,0.0,6.35,6.35,6.33,822609
2024-01-03,AIV,-5.703422053231931,7.44,7.89,7.64,946586
2024-01-03,SOL,-1.4652014652014667,2.69,2.73,2.59,587392
2024-01-03,MEG,-0.9088060169225922,31.62,31.91,30.85,152713
2024-01-03,FTRE,-0.3627394080092861,34.335,34.46,33.3,762542
2024-01-03,VMEO,-0.2624671916010559,3.8,3.81,3.94,1151938
2024-01-03,GSM,-3.4124629080118756,6.51,6.74,6.31,871472
2024-01-03,HLP,-0.8620689655172422,2.3,2.32,3.35,2846974
2024-01-03,PDFS,0.0,30.99,30.99,30.05,179876
2024-01-03,LFMDP,0.0,19.35,19.35,19.85,35534
2024-01-03,VVX,1.0893246187363834,46.4,45.9,44.57,50741
2024-01-03,ENSC,0.7972143315312152,1.1,1.0913,1.06,37520
2024-01-03,LPTH,3.2520325203252063,1.27,1.23,1.23,43901
2024-01-03,AGMH,-7.103825136612028,1.7,1.83,1.77,2709
2024-01-03,AVIR,2.8846153846153797,3.21,3.12,3.12,298195
2024-01-03,ZCMD,-7.061298076923067,0.3093,0.3328,0.33,39395
2024-01-03,JBSS,-0.2847921017657083,105.04,105.34,102.0,57877
2024-01-03,RAYA,-0.9009009009009016,1.1,1.11,1.09,9069
2024-01-03,PBI,0.23094688221708512,4.34,4.33,4.2,1786313
2024-01-03,PHGE,4.818024263431551,0.3024,0.2885,0.279,113545
2024-01-03,CRVS,-1.6871508379888271,1.7598,1.79,1.83,183381
2024-01-03,EAI,-0.18735362997659344,21.31,21.35,21.3,37690
2024-01-03,SHFS,-2.2556390977443628,1.3,1.33,1.29,218085
2024-01-03,SONO,1.4136447449293206,16.5,16.27,15.52,2536735
2024-01-03,SLGL,2.4590163934426252,1.25,1.22,1.27,27332
2024-01-03,RICK,-4.737308146399067,64.55,67.76,62.0,70752
2024-01-03,DHCNL,-100.0,0.0,15.55,15.56,15888
2024-01-03,KZR,0.0,0.95,0.95,0.9311,424065
2024-01-03,CRI,-1.2730407107810553,74.45,75.41,72.41,645040
2024-01-03,ASMB,-1.0075566750629679,0.8253,0.8337,0.8108,212226
2024-01-03,GCO,-1.7111368909512654,33.89,34.48,32.26,122536
2024-01-03,ENO,0.4407227853679941,22.79,22.69,22.65,7512
2024-01-03,GVH,-1.7857142857142874,1.65,1.68,1.52,97229
2024-01-03,MOBXW,-100.0,0.0,0.075,0.0702,31901
2024-01-03,SSKN,8.108108108108116,0.52,0.481,0.5501,106030
2024-01-03,SCCG,,0.0,0.0,0.0,4180
2024-01-03,KRNT,-3.506907545164719,18.16,18.82,17.45,722712
2024-01-03,NIU,-1.345291479820619,2.2,2.23,2.1,193683
2024-01-03,SSTK,-0.4603473530027179,47.57,47.79,46.02,550141
2024-01-03,SPCB,-6.0913705583756395,0.37,0.394,0.3636,98889
2024-01-03,LXU,-0.7494646680942215,9.27,9.34,9.15,322976
2024-01-03,YALA,-2.475247524752467,5.91,6.06,5.8003,265147
2024-01-03,CERS,-2.3696682464454897,2.06,2.11,2.03,1346498
2024-01-03,NNVC,0.0,1.03,1.03,1.03,16398
2024-01-03,SMSI,-6.567588241722221,0.855,0.9151,0.8686,195240
2024-01-03,UNFI,0.0,16.55,16.55,16.46,558404
2024-01-03,DIN,-0.913705583756351,48.8,49.25,46.78,329615
2024-01-03,MLSS,0.0,0.66,0.66,0.7137,111010
2024-01-03,FCF,-0.5138086062941559,15.49,15.57,14.92,582513
2024-01-03,FMNB,0.0,14.38,14.38,14.03,123655
2024-01-03,CEPU,-2.3076923076922977,8.89,9.1,8.78,165305
2024-01-03,MXCT,-1.9999999999999927,4.9,5.0,4.45,1209865
2024-01-03,UBFO,0.0,8.07,8.07,8.09,15827
2024-01-03,BOXL,-4.587155963302756,1.04,1.09,1.1,26058
2024-01-03,SLDB,-3.0063291139240564,6.13,6.32,5.77,77583
2024-01-03,SKIN,-0.31717263253284383,3.08,3.0898,3.0,3659914
2024-01-03,RGS,-0.5592841163310843,8.89,8.94,7.58,89277
2024-01-03,USAU,4.19753086419753,4.22,4.05,4.14,37500
2024-01-03,CRBU,0.53667262969589,5.62,5.59,5.46,1568782
2024-01-03,PFIS,0.0,48.8,48.8,47.33,18028
2024-01-03,CDLX,-0.22497187851520076,8.87,8.89,7.62,909216
2024-01-03,OPRA,-1.6253869969040176,12.71,12.92,13.19,630086
2024-01-03,OST,3.008559919436056,0.8183,0.7944,0.7981,33728
2024-01-03,BENF,-0.5714285714285652,0.4872,0.49,0.4546,73962
2024-01-03,BLBD,-0.37878787878787074,26.3,26.4,25.29,1109830
2024-01-03,TBLA,4.679802955665035,4.25,4.06,4.11,922978
2024-01-03,ABCL,0.0,5.8,5.8,5.7,1531476
2024-01-03,UTZ,-1.7375674056321309,16.4,16.69,17.0,1508286
2024-01-03,CREX,0.4405286343612241,2.28,2.27,2.32,36714
2024-01-03,NVAX,1.1976047904191716,5.07,5.01,4.91,14051700
2024-01-03,FCUV,-100.0,0.0,1.45,1.5,9843
2024-01-03,LZM,-100.0,0.0,9.25,9.29,20674
2024-01-03,CSR,0.05239259517988323,57.29,57.26,55.7,48075
2024-01-03,GROW,-3.225806451612898,2.7,2.79,2.92,22997
2024-01-03,ELA,-0.636942675159241,4.68,4.71,4.45,30918
2024-01-03,FOR,0.0,32.38,32.38,31.52,177919
2024-01-03,TYG,-0.8544087491455912,29.01,29.26,29.98,88834
2024-01-03,CDLR,1.6292134831460625,18.09,17.8,17.89,339512
2024-01-03,CMND,2.9520295202952056,2.79,2.71,2.55,130740
2024-01-03,HOUS,-3.929024081115331,7.58,7.89,7.6,888126
2024-01-03,OPXS,0.2923976608187202,6.86,6.84,6.86,24998
2024-01-03,BGLC,-2.9368029739777017,0.5222,0.538,0.5375,50356
2024-01-03,ARKO,0.3592814371257621,8.38,8.35,8.17,275818
2024-01-03,NMFC,-1.2317167051578148,12.83,12.99,13.0,384475
2024-01-03,AGL,-0.15444015444015116,12.93,12.95,12.7,3563349
2024-01-03,TGB,-2.857142857142844,1.36,1.4,1.33,909740
2024-01-03,TROX,-3.9090262970860037,13.52,14.07,12.9,2454757
2024-01-03,PCSA,-0.43715846994535257,0.3644,0.366,0.3781,369245
2024-01-03,GLDG,0.0,0.9477,0.9477,0.893,991236
2024-01-03,GBLI,0.7497656982193127,32.25,32.01,31.74,5978
2024-01-03,AMPX,-2.1897810218978284,4.02,4.11,4.45,1131383
2024-01-03,DHIL,-0.012144028174151576,164.67,164.69,160.31,15487
2024-01-03,ADTX,-4.572564612326052,4.8,5.03,5.3,391485
2024-01-03,AKBA,1.5503875968992262,1.31,1.29,1.3998,2889325
2024-01-03,QNCX,-1.8867924528301903,1.04,1.06,1.1,72081
2024-01-03,KMDA,4.081632653061228,6.12,5.88,6.1,29639
2024-01-03,EICA,-100.0,0.0,23.15,0.0,4845
2024-01-03,INO,-1.4804370814240329,0.559,0.5674,0.55,3861000
2024-01-03,TSBK,-0.2551020408163211,31.28,31.36,30.34,24460
2024-01-03,BWNB,0.696459663377835,17.35,17.23,17.38,9508
2024-01-03,USNA,-0.808080808080817,54.01,54.45,52.06,91884
2024-01-03,VINC,3.2258064516129057,1.28,1.24,1.27,94464
2024-01-03,RAND,-100.0,0.0,12.99,13.2902,2422
2024-01-03,IPA,-2.85714285714286,1.7,1.75,1.57,59211
2024-01-03,TCBK,-0.62442183163738,42.97,43.24,42.02,96742
2024-01-03,STKS,-0.32414910858994445,6.15,6.17,6.16,40480
2024-01-03,SANW,-3.7878787878787907,0.635,0.66,0.6171,46578
2024-01-03,CAL,-1.5852474927207971,30.42,30.91,29.51,284320
2024-01-03,DRTS,3.092783505154634,3.0,2.91,2.92,21801
2024-01-03,MBRX,2.8027269775998183,0.95,0.9241,0.9433,385923
2024-01-03,SRFM,-1.3245033112582794,1.49,1.51,1.36,138957
2024-01-03,AOUT,2.5287356321839156,8.92,8.7,8.42,50607
2024-01-03,MNTK,0.0,8.92,8.92,8.6,229168
2024-01-03,REPX,0.2237970906378302,26.87,26.81,27.52,63644
2024-01-03,EUDA,-100.0,0.0,1.54,1.55,127214
2024-01-03,TRML,-0.2673796791443861,26.11,26.18,27.26,129584
2024-01-03,CCOI,-0.27454569224734443,76.28,76.49,75.4,346438
2024-01-03,SKYH,-2.1956087824351185,9.8,10.02,10.36,15665
2024-01-03,FLYX,5.078809106830123,6.0,5.71,6.2,45717
2024-01-03,SBEV,-0.4416635995583286,0.541,0.5434,0.58,97260
2024-01-03,GRNT,-1.4423076923076898,6.15,6.24,6.11,624601
2024-01-03,PRAA,-0.8320126782884204,25.03,25.24,24.19,276345
2024-01-03,YOSH,0.15948963317385448,6.28,6.27,5.79,66484
2024-01-03,ANVS,-2.8571428571428528,18.36,18.9,18.6,360221
2024-01-03,ORIC,0.0,9.14,9.14,8.97,154596
2024-01-03,SNFCA,1.1061946902655024,9.14,9.04,8.84,145028
2024-01-03,GBFH,-0.7879656160458539,13.85,13.96,14.06,20150
2024-01-03,MVIS,-0.3787878787878875,2.63,2.64,2.5,1786167
2024-01-03,CARV,-6.698564593301431,1.95,2.09,1.97,4317
2024-01-03,MREO,-2.1276595744680966,2.3,2.35,2.32,582532
2024-01-03,AMSF,-6.0000000000000036,44.65,47.5,46.52,104063
2024-01-03,FTEK,-3.738317757009349,1.03,1.07,1.03,33290
2024-01-03,CPS,-1.1609498680738728,18.73,18.95,17.49,124009
2024-01-03,ESCA,0.4945598417408577,20.32,20.22,19.28,32804
2024-01-03,LXRX,-1.8181818181818064,1.62,1.65,1.52,3160621
2024-01-03,NNBR,-2.650602409638562,4.04,4.15,4.09,115721
2024-01-03,VTGN,0.0,5.15,5.15,4.93,473683
2024-01-03,IVP,0.0,0.38,0.38,0.3318,259594
2024-01-03,USGO,-3.940217391304348,7.07,7.36,7.1,3731
2024-01-03,RDI,-0.5102040816326535,1.95,1.96,2.06,21617
2024-01-03,INNV,1.1235955056179678,6.3,6.23,5.98,34353
2024-01-03,HOFV,-0.28490028490027886,3.5,3.51,3.56,34160
2024-01-03,ATLO,0.046926325668707476,21.32,21.31,20.72,17825
2024-01-03,AESI,-0.9433962264150951,16.8,16.96,17.09,721703
2024-01-03,BHR,0.0,2.49,2.49,2.44,445056
2024-01-03,IVA,0.64377682403434,4.69,4.66,4.64,17716
2024-01-03,HPK,-1.967213114754103,14.95,15.25,15.21,372973
2024-01-03,VS,-6.249999999999998,2.85,3.04,2.68,385911
2024-01-03,IE,-3.7644787644787527,9.97,10.36,9.93,643728
2024-01-03,BBLG,6.8965517241379475,4.65,4.35,5.7,1424562
2024-01-03,CCCC,0.15384615384615058,6.51,6.5,5.88,9477740
2024-01-03,ARIS,0.0,8.69,8.69,8.89,369625
2024-01-03,MSN,-1.3563501849568311,0.56,0.5677,0.5404,4650
2024-01-03,EVLVW,4.2253521126760605,0.74,0.71,0.6601,7636
2024-01-03,IMXI,-0.3186162949476572,21.9,21.97,21.19,180649
2024-01-03,NBTX,0.0,7.15,7.15,7.3,26627
2024-01-03,OCFT,-1.6393442622950762,3.0,3.05,3.05,7566
2024-01-03,SDA,1.2195121951219685,8.3,8.2,8.22,420837
2024-01-03,POET,-100.0,0.0,0.9311,0.8901,29031
2024-01-03,PPTA,1.8292682926829285,3.34,3.28,3.19,157500
2024-01-03,BBGI,-100.0,0.0,0.8721,0.9626,88664
2024-01-03,MRTN,-0.3896736483195414,20.45,20.53,20.0,232370
2024-01-03,SBFM,-0.9747292418772692,0.2743,0.277,0.3,86641
2024-01-03,ACHV,-4.796163069544359,3.97,4.17,3.97,40945
2024-01-03,SCWO,-1.2987012987012998,1.52,1.54,1.2709,148434
2024-01-03,MKTW,-11.313868613138688,2.43,2.74,2.61,231498
2024-01-03,CODX,1.3650493309906742,1.5,1.4798,1.35,64998
2024-01-03,FLNT,6.400121617512909,0.6999,0.6578,0.7114,58485
2024-01-03,ATEN,-0.23023791250958836,13.0,13.03,12.88,537431
2024-01-03,EOSEW,inf,0.18,0.0,0.17,55630
2024-01-03,ESEA,-1.4934114202049722,33.64,34.15,34.79,93211
2024-01-03,RPAY,-1.1862396204033172,8.33,8.43,8.18,490961
2024-01-03,QRHC,0.27472527472526886,7.3,7.28,7.24,15572
2024-01-03,AENT,1.0752688172042901,0.94,0.93,0.94,13766
2024-01-03,MPAA,-1.3157894736842022,9.0,9.12,9.0,100050
2024-01-03,CODA,0.9917355371900909,6.11,6.05,6.12,32090
2024-01-03,SRDX,-0.5624296962879719,35.36,35.56,34.2,42908
2024-01-03,BNZI,-2.4390243902438913,1.6,1.64,1.5401,1583985
2024-01-03,HLF,-0.13020833333333057,15.34,15.36,14.38,1738389
2024-01-03,LFVN,-4.576271186440685,5.63,5.9,5.86,24144
2024-01-03,SGLY,-1.785714285714287,0.55,0.56,0.5498,28668
2024-01-03,SSP,1.1421319796954297,7.97,7.88,7.62,389282
2024-01-03,FSEA,-100.0,0.0,7.66,7.7,30316
2024-01-03,VMD,-0.25031289111389815,7.97,7.99,7.69,82521
2024-01-03,QFIN,0.13166556945359678,15.21,15.19,15.5,370742
2024-01-03,TPVG,-0.8928571428571397,11.1,11.2,11.02,222254
2024-01-03,WGO,0.7715624138881266,73.14,72.58,68.6,624769
2024-01-03,SXTP,4.241185487991822,1.02,0.9785,1.08,81519
2024-01-03,DMAC,-2.1201413427561855,2.77,2.83,2.86,26758
2024-01-03,FRPH,-0.0786782061368956,63.5,63.55,61.15,11480
2024-01-03,FSI,-100.0,0.0,1.99,1.78,18019
2024-01-03,OMI,-1.506493506493502,18.96,19.25,18.97,1023672
2024-01-03,ARRY,-0.7606787595084786,16.96,17.09,16.3,6391521
2024-01-03,BCAB,2.316602316602319,2.65,2.59,2.45,431873
2024-01-03,PAPL,0.0,1.7,1.7,1.67,17652
2024-01-03,MESO,-1.8078370193631117,1.07,1.0897,1.03,241446
2024-01-03,CVLG,-0.28748341441838887,45.09,45.22,44.26,46401
2024-01-03,PHR,0.915431560592839,23.15,22.94,22.1,621302
2024-01-03,ATRA,1.8962283809126894,0.489,0.4799,0.447,2553269
2024-01-03,CGAU,0.0,5.81,5.81,5.52,158463
2024-01-03,REE,-6.118546845124287,4.91,5.23,4.65,36135
2024-01-03,SOS,0.6048387096774244,4.99,4.96,4.55,184653
2024-01-03,OSPN,0.1904761904761864,10.52,10.5,10.33,350737
2024-01-03,MCRI,-0.5824959953400403,68.27,68.67,66.63,64297
2024-01-03,LSPD,2.9629629629629752,19.46,18.9,18.6,1798934
2024-01-03,FOXF,-2.8788543036680005,66.46,68.43,64.7,421576
2024-01-03,AKAN,0.0,0.43,0.43,0.49,251742
2024-01-03,MRT,-11.37370753323487,0.6,0.677,0.6601,24989
2024-01-03,OWLT,0.17421602787456072,5.75,5.74,5.74,13600
2024-01-03,UIS,0.3508771929824486,5.72,5.7,5.59,579491
2024-01-03,AYTU,-1.0380622837370328,2.86,2.89,2.88,7612
2024-01-03,CIM,-1.391650099403584,4.96,5.03,4.83,2581890
2024-01-03,CRMT,1.4198782961460505,70.0,69.02,64.17,99810
2024-01-03,MLR,-3.0105973025048165,40.27,41.52,40.47,44051
2024-01-03,AIP,-1.6071428571428545,5.51,5.6,5.41,97622
2024-01-03,NREF,-0.30618493570114613,16.28,16.33,16.15,27455
2024-01-03,ARBK,0.27777777777777185,3.61,3.6,3.83,2257899
2024-01-03,LEE,0.0,8.06,8.06,7.95,16990
2024-01-03,ONFO,-100.0,0.0,0.5688,0.55,9186
2024-01-03,SAFE,-2.995780590717303,22.99,23.7,21.89,332300
2024-01-03,CMP,-0.2403846153846245,24.9,24.96,23.45,901146
2024-01-03,PANL,-0.37831021437578005,7.9,7.93,8.04,360879
2024-01-03,CTGO,-3.867102396514166,17.65,18.36,16.23,69576
2024-01-03,RZC,-0.07710100231302842,25.92,25.94,25.983,87113
2024-01-03,SNAX,-100.0,0.0,2.51,2.58,31329
2024-01-03,WLKP,1.7657992565055716,21.9,21.52,21.74,23970
2024-01-03,MSS,-3.2786885245901667,1.18,1.22,1.26,278913
2024-01-03,SKLZ,-0.680272108843538,5.84,5.88,5.66,155196
2024-01-03,PROF,-1.8867924528301931,7.8,7.95,7.91,43840
2024-01-03,HCKT,-0.5291005291005335,22.56,22.68,22.44,120157
2024-01-03,MYPS,-0.7633587786259549,2.6,2.62,2.6,235767
2024-01-03,SCL,-0.7264957264957186,92.92,93.6,90.32,94549
2024-01-03,BATL,-100.0,0.0,9.62,9.59,16149
2024-01-03,CMCO,-0.8033169214822552,38.28,38.59,36.9,128221
2024-01-03,KSCP,-2.3248145094806265,0.5924,0.6065,0.6,1690092
2024-01-03,MEIP,-0.1680672268907527,5.94,5.95,5.87,15341
2024-01-03,VCEL,-0.5733944954128521,34.68,34.88,33.87,649317
2024-01-03,BRAG,-1.72413793103448,5.13,5.22,5.21,4096
2024-01-03,IQST,2.0114942528735638,0.1633,0.16008,0.0,134672
2024-01-03,OKYO,7.216494845360831,2.08,1.94,1.79,41879
2024-01-03,RCON,-1.0356255178127598,0.2389,0.2414,0.229,33604
2024-01-03,WTBA,-0.23529411764706218,21.2,21.25,20.58,29023
2024-01-03,MPB,-0.3297609233305929,24.18,24.26,23.75,43971
2024-01-03,XAIR,-4.830917874396129,1.97,2.07,1.87,420249
2024-01-03,KN,-1.0764872521246331,17.46,17.65,17.14,408800
2024-01-03,UGRO,-3.40136054421769,1.42,1.47,1.55,126191
2024-01-03,ZUMZ,4.997525977238981,21.22,20.21,18.93,258368
2024-01-03,TUSK,1.6129032258064582,4.41,4.34,4.41,52809
2024-01-03,GIC,0.15487867836859878,38.8,38.74,37.6,45661
2024-01-03,BTM,0.05847573257099103,3.08,3.0782,2.7,528407
2024-01-03,GOODN,-0.04875670404681406,20.5,20.51,20.48,5315
2024-01-03,DSGN,-2.7027027027026964,2.52,2.59,2.5,235546
2024-01-03,MX,1.7262638717632623,8.25,8.11,7.89,406812
2024-01-03,RMNI,-0.3021148036253846,3.3,3.31,3.28,301989
2024-01-03,RMR,-0.20920502092049764,28.62,28.68,28.15,83937
2024-01-03,AXTI,-0.40485829959515096,2.46,2.47,2.47,142240
2024-01-03,SUPV,-2.0304568527918803,3.86,3.94,3.7,701803
2024-01-03,PEBO,-0.6285543250523609,33.2,33.41,32.4,119114
2024-01-03,JAMF,-1.6147635524798218,17.06,17.34,16.74,305543
2024-01-03,EDUC,-0.8264462809917362,1.2,1.21,1.18,3608
2024-01-03,AIHS,-3.4712950600801076,0.4338,0.4494,0.4404,32478
2024-01-03,HLX,-6.033630069238372,9.5,10.11,9.99,2780262
2024-01-03,SOBR,-7.647058823529418,0.471,0.51,0.51,34482
2024-01-03,VBTX,-0.684053014108594,23.23,23.39,22.72,303238
2024-01-03,ADAG,2.6178010471204214,1.96,1.91,2.12,82678
2024-01-03,AEHL,7.08333333333333,2.57,2.4,2.07,38720
2024-01-03,ACU,1.4322610941535556,43.2,42.59,42.5,17762
