date,symbol,gap_percent,relative_volume,phase,reason,pattern_strength,min_score_threshold,pattern_count,patterns_detected,pa_reason,step_up_detected,step_up_steps,step_up_retention,parabolic_detected,parabolic_angle,parabolic_accel,parabolic_vol_mult,breakout_detected,breakout_level,breakout_vol_ratio,volume_strength,sr_strength,insufficient_patterns_value,insufficient_patterns_passed,retention_value,retention_passed,accel_value,accel_passed,other_reason,entry,stop,size,is_premarket,risk_per_share,total_risk,step_up_count,step_up_total_advance,step_up_strength,parabolic_acceleration,parabolic_vol_multiplier,parabolic_strength,breakout_range_size,breakout_strength,volume_trend,volume_avg,volume_recent,volume_high_correlation,sr_current_price,sr_support_levels,sr_resistance_levels,pnl,return_pct,hold_time_minutes,rows,warmup,similarity_to_winners,missed_winner_score,likely_missed_winner,fn_signature
2024-01-03,LXEH,109.76470588235297,,reject,"pattern_invalid:insufficient_patterns(0<1),retention(0.0<35.0),vol_mult(1.3<1.8)",18.291974226173487,5.0,0.0,,,False,3.0,0.0,False,1.1299995765074626,0.0013350925631654244,1.270688524590164,False,2.75,2.4089787863838183,71.94649484115656,50.0,0.0,False,0.0,False,0.0013350925631654244,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,False,score=18.3_angle=1.1_steps=3.0_retention=0.0
2024-03-12,LMFA,445.90135158855537,,reject,"pattern_invalid:insufficient_patterns(0<1),retention(0.0<35.0),vol_mult(0.7<1.8)",15.532788786533235,5.0,0.0,,,False,3.0,0.0,False,0.0656723267058149,-0.0004620709518512709,0.7023577887146617,False,3.59,22.36831655084385,73.5519252435549,30.0,0.0,False,0.0,False,-0.0004620709518512709,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,False,score=15.5_angle=0.1_steps=3.0_retention=0.0
2024-05-22,CIM,193.1034482758621,,reject,"pattern_invalid:insufficient_patterns(0<1),retention(20.5<35.0),vol_mult(0.3<1.8)",15.708787313671143,5.0,0.0,,,False,3.0,20.476858345019426,False,0.0039423701437612275,-0.001118684947560789,0.3102049097179955,False,13.18,0.9586224654007081,54.72524875780762,50.0,0.0,False,20.476858345019426,False,-0.001118684947560789,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,False,score=15.7_angle=0.0_steps=3.0_retention=20.5
2024-07-05,CYN,8940.835707502372,,reject,"pattern_invalid:insufficient_patterns(0<1),retention(0.0<35.0),vol_mult(0.5<1.8)",20.41560675562969,5.0,0.0,,,False,3.0,0.0,False,0.20592474794496443,1.640314635308652e-05,0.5452583105482803,False,4.99,3.098224623697414,56.10404503753128,80.0,0.0,False,0.0,False,1.640314635308652e-05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,False,score=20.4_angle=0.2_steps=3.0_retention=0.0
2024-07-16,ALZN,739.7135095085206,,reject,"pattern_invalid:insufficient_patterns(0<1),retention(13.1<35.0),vol_mult(0.7<1.8),breakout_vol(0.4<0.5)",22.300544756716604,5.0,0.0,,,False,3.0,13.085199185809804,False,0.3789105645443391,0.0012546182266009742,0.6960950764006791,False,4.09,0.37625211897056554,68.67029837811069,80.0,0.0,False,13.085199185809804,False,0.0012546182266009742,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,False,score=22.3_angle=0.4_steps=3.0_retention=13.1
