symbol,exit_price,pnl,pct,reason,line
AIRG,3.56,-3.0,-5.00%,stop_loss,"2025-11-17 19:25:50,372 INFO core.backtester - [EXIT] AIRG | Price: $3.56 | P&L: $-3.00 (-5.00%) | Reason: stop_loss component=intraday_bt"
MESO,1.95,-2.97,-5.00%,stop_loss,"2025-11-17 19:25:50,422 INFO core.backtester - [EXIT] MESO | Price: $1.95 | P&L: $-2.97 (-5.00%) | Reason: stop_loss component=intraday_bt"
VATE,1.03,-2.97,-5.00%,stop_loss,"2025-11-17 19:25:50,523 INFO core.backtester - [EXIT] VATE | Price: $1.03 | P&L: $-2.97 (-5.00%) | Reason: stop_loss component=intraday_bt"
FTFT,1.0,-2.94,-5.00%,stop_loss,"2025-11-17 19:25:50,620 INFO core.backtester - [EXIT] FTFT | Price: $1.00 | P&L: $-2.94 (-5.00%) | Reason: stop_loss component=intraday_bt"
EKSO,2.31,-2.92,-5.00%,stop_loss,"2025-11-17 19:25:50,670 INFO core.backtester - [EXIT] EKSO | Price: $2.31 | P&L: $-2.92 (-5.00%) | Reason: stop_loss component=intraday_bt"
NGS,16.05,-2.54,-5.00%,stop_loss,"2025-11-17 19:25:50,724 INFO core.backtester - [EXIT] NGS | Price: $16.05 | P&L: $-2.54 (-5.00%) | Reason: stop_loss component=intraday_bt"
BFRI,2.01,-2.86,-5.00%,stop_loss,"2025-11-17 19:25:50,779 INFO core.backtester - [EXIT] BFRI | Price: $2.01 | P&L: $-2.86 (-5.00%) | Reason: stop_loss component=intraday_bt"
WKEY,2.37,-2.86,-5.00%,stop_loss,"2025-11-17 19:25:50,832 INFO core.backtester - [EXIT] WKEY | Price: $2.37 | P&L: $-2.86 (-5.00%) | Reason: stop_loss component=intraday_bt"
LTRN,3.89,-2.87,-5.00%,stop_loss,"2025-11-17 19:25:50,878 INFO core.backtester - [EXIT] LTRN | Price: $3.89 | P&L: $-2.87 (-5.00%) | Reason: stop_loss component=intraday_bt"
PCSA,3.89,-2.87,-5.00%,stop_loss,"2025-11-17 19:26:13,275 INFO core.backtester - [EXIT] PCSA | Price: $3.89 | P&L: $-2.87 (-5.00%) | Reason: stop_loss component=intraday_bt"
EVAX,5.76,-2.73,-5.00%,stop_loss,"2025-11-17 19:26:13,317 INFO core.backtester - [EXIT] EVAX | Price: $5.76 | P&L: $-2.73 (-5.00%) | Reason: stop_loss component=intraday_bt"
REBN,2.58,-2.72,-5.00%,stop_loss,"2025-11-17 19:26:13,365 INFO core.backtester - [EXIT] REBN | Price: $2.58 | P&L: $-2.72 (-5.00%) | Reason: stop_loss component=intraday_bt"
EVLVW,0.97,-5.66,-5.00%,stop_loss,"2025-11-17 19:26:13,414 INFO core.backtester - [EXIT] EVLVW | Price: $0.97 | P&L: $-5.66 (-5.00%) | Reason: stop_loss component=intraday_bt"
NVNI,2.93,-2.77,-5.00%,stop_loss,"2025-11-17 19:26:13,457 INFO core.backtester - [EXIT] NVNI | Price: $2.93 | P&L: $-2.77 (-5.00%) | Reason: stop_loss component=intraday_bt"
CVKD,1.16,-2.74,-5.00%,stop_loss,"2025-11-17 19:26:13,589 INFO core.backtester - [EXIT] CVKD | Price: $1.16 | P&L: $-2.74 (-5.00%) | Reason: stop_loss component=intraday_bt"
SCPH,5.91,-2.49,-5.00%,stop_loss,"2025-11-17 19:26:13,636 INFO core.backtester - [EXIT] SCPH | Price: $5.91 | P&L: $-2.49 (-5.00%) | Reason: stop_loss component=intraday_bt"
CREV,23.75,-2.5,-5.00%,stop_loss,"2025-11-17 19:26:13,797 INFO core.backtester - [EXIT] CREV | Price: $23.75 | P&L: $-2.50 (-5.00%) | Reason: stop_loss component=intraday_bt"
SOAR,2.3,-2.66,-5.00%,stop_loss,"2025-11-17 19:26:13,847 INFO core.backtester - [EXIT] SOAR | Price: $2.30 | P&L: $-2.66 (-5.00%) | Reason: stop_loss component=intraday_bt"
LFCR,7.5,-2.37,-5.00%,stop_loss,"2025-11-17 19:26:13,896 INFO core.backtester - [EXIT] LFCR | Price: $7.50 | P&L: $-2.37 (-5.00%) | Reason: stop_loss component=intraday_bt"
DTSS,1.41,-2.66,-5.00%,stop_loss,"2025-11-17 19:26:35,507 INFO core.backtester - [EXIT] DTSS | Price: $1.41 | P&L: $-2.66 (-5.00%) | Reason: stop_loss component=intraday_bt"
FRD,19.84,-2.09,-5.00%,stop_loss,"2025-11-17 19:26:35,549 INFO core.backtester - [EXIT] FRD | Price: $19.84 | P&L: $-2.09 (-5.00%) | Reason: stop_loss component=intraday_bt"
EDSA,4.99,-2.63,-5.00%,stop_loss,"2025-11-17 19:26:35,633 INFO core.backtester - [EXIT] EDSA | Price: $4.99 | P&L: $-2.63 (-5.00%) | Reason: stop_loss component=intraday_bt"
COCP,1.7,-2.69,-5.00%,stop_loss,"2025-11-17 19:26:35,674 INFO core.backtester - [EXIT] COCP | Price: $1.70 | P&L: $-2.69 (-5.00%) | Reason: stop_loss component=intraday_bt"
RBB,19.95,-2.1,-5.00%,stop_loss,"2025-11-17 19:26:35,766 INFO core.backtester - [EXIT] RBB | Price: $19.95 | P&L: $-2.10 (-5.00%) | Reason: stop_loss component=intraday_bt"
PRFX,2.29,-2.65,-5.00%,stop_loss,"2025-11-17 19:26:35,810 INFO core.backtester - [EXIT] PRFX | Price: $2.29 | P&L: $-2.65 (-5.00%) | Reason: stop_loss component=intraday_bt"
ENSC,1.25,-2.64,-5.00%,stop_loss,"2025-11-17 19:26:35,858 INFO core.backtester - [EXIT] ENSC | Price: $1.25 | P&L: $-2.64 (-5.00%) | Reason: stop_loss component=intraday_bt"
PSQH,6.52,-2.4,-5.00%,stop_loss,"2025-11-17 19:26:36,009 INFO core.backtester - [EXIT] PSQH | Price: $6.52 | P&L: $-2.40 (-5.00%) | Reason: stop_loss component=intraday_bt"
TIVC,1.4,-2.57,-5.00%,stop_loss,"2025-11-17 19:26:36,052 INFO core.backtester - [EXIT] TIVC | Price: $1.40 | P&L: $-2.57 (-5.00%) | Reason: stop_loss component=intraday_bt"
LOCL,2.09,-2.53,-5.00%,stop_loss,"2025-11-17 19:26:36,096 INFO core.backtester - [EXIT] LOCL | Price: $2.09 | P&L: $-2.53 (-5.00%) | Reason: stop_loss component=intraday_bt"
SWIN,3.75,-2.57,-5.00%,stop_loss,"2025-11-17 19:26:36,146 INFO core.backtester - [EXIT] SWIN | Price: $3.75 | P&L: $-2.57 (-5.00%) | Reason: stop_loss component=intraday_bt"
ESOA,10.42,-2.19,-5.00%,stop_loss,"2025-11-17 19:26:57,602 INFO core.backtester - [EXIT] ESOA | Price: $10.42 | P&L: $-2.19 (-5.00%) | Reason: stop_loss component=intraday_bt"
CLLS,2.75,-2.46,-5.00%,stop_loss,"2025-11-17 19:26:57,692 INFO core.backtester - [EXIT] CLLS | Price: $2.75 | P&L: $-2.46 (-5.00%) | Reason: stop_loss component=intraday_bt"
PRSO,6.04,-2.54,-5.00%,stop_loss,"2025-11-17 19:26:57,740 INFO core.backtester - [EXIT] PRSO | Price: $6.04 | P&L: $-2.54 (-5.00%) | Reason: stop_loss component=intraday_bt"
MBIO,1.5,-2.52,-5.00%,stop_loss,"2025-11-17 19:26:57,795 INFO core.backtester - [EXIT] MBIO | Price: $1.50 | P&L: $-2.52 (-5.00%) | Reason: stop_loss component=intraday_bt"
GREE,3.91,-2.47,-5.00%,stop_loss,"2025-11-17 19:26:57,840 INFO core.backtester - [EXIT] GREE | Price: $3.91 | P&L: $-2.47 (-5.00%) | Reason: stop_loss component=intraday_bt"
SYTA,3.87,-2.44,-5.00%,stop_loss,"2025-11-17 19:26:57,887 INFO core.backtester - [EXIT] SYTA | Price: $3.87 | P&L: $-2.44 (-5.00%) | Reason: stop_loss component=intraday_bt"
FAMI,1.13,-2.5,-5.00%,stop_loss,"2025-11-17 19:26:57,932 INFO core.backtester - [EXIT] FAMI | Price: $1.13 | P&L: $-2.50 (-5.00%) | Reason: stop_loss component=intraday_bt"
JVA,1.05,-2.44,-5.00%,stop_loss,"2025-11-17 19:26:58,026 INFO core.backtester - [EXIT] JVA | Price: $1.05 | P&L: $-2.44 (-5.00%) | Reason: stop_loss component=intraday_bt"
WORX,1.69,-2.4,-5.00%,stop_loss,"2025-11-17 19:26:58,074 INFO core.backtester - [EXIT] WORX | Price: $1.69 | P&L: $-2.40 (-5.00%) | Reason: stop_loss component=intraday_bt"
BDRX,1.94,-2.45,-5.00%,stop_loss,"2025-11-17 19:26:58,173 INFO core.backtester - [EXIT] BDRX | Price: $1.94 | P&L: $-2.45 (-5.00%) | Reason: stop_loss component=intraday_bt"
GDC,1.95,-2.36,-5.00%,stop_loss,"2025-11-17 19:26:58,222 INFO core.backtester - [EXIT] GDC | Price: $1.95 | P&L: $-2.36 (-5.00%) | Reason: stop_loss component=intraday_bt"
INO,6.58,-2.43,-5.00%,stop_loss,"2025-11-17 19:27:18,163 INFO core.backtester - [EXIT] INO | Price: $6.58 | P&L: $-2.43 (-5.00%) | Reason: stop_loss component=intraday_bt"
VATE,1.1,-2.44,-5.00%,stop_loss,"2025-11-17 19:27:18,208 INFO core.backtester - [EXIT] VATE | Price: $1.10 | P&L: $-2.44 (-5.00%) | Reason: stop_loss component=intraday_bt"
ZEUS,73.15,-3.85,-5.00%,stop_loss,"2025-11-17 19:27:18,251 INFO core.backtester - [EXIT] ZEUS | Price: $73.15 | P&L: $-3.85 (-5.00%) | Reason: stop_loss component=intraday_bt"
BW,1.4,-2.35,-5.00%,stop_loss,"2025-11-17 19:27:18,294 INFO core.backtester - [EXIT] BW | Price: $1.40 | P&L: $-2.35 (-5.00%) | Reason: stop_loss component=intraday_bt"
ATGL,14.81,-2.34,-5.00%,stop_loss,"2025-11-17 19:27:18,381 INFO core.backtester - [EXIT] ATGL | Price: $14.81 | P&L: $-2.34 (-5.00%) | Reason: stop_loss component=intraday_bt"
SANG,3.01,-2.22,-5.00%,stop_loss,"2025-11-17 19:27:18,457 INFO core.backtester - [EXIT] SANG | Price: $3.01 | P&L: $-2.22 (-5.00%) | Reason: stop_loss component=intraday_bt"
ANGH,1.09,-2.3,-5.00%,stop_loss,"2025-11-17 19:27:18,497 INFO core.backtester - [EXIT] ANGH | Price: $1.09 | P&L: $-2.30 (-5.00%) | Reason: stop_loss component=intraday_bt"
XERS,2.55,-2.28,-5.00%,stop_loss,"2025-11-17 19:27:18,540 INFO core.backtester - [EXIT] XERS | Price: $2.55 | P&L: $-2.28 (-5.00%) | Reason: stop_loss component=intraday_bt"
GAME,1.78,-2.34,-5.00%,stop_loss,"2025-11-17 19:27:18,663 INFO core.backtester - [EXIT] GAME | Price: $1.78 | P&L: $-2.34 (-5.00%) | Reason: stop_loss component=intraday_bt"
UPC,2.09,-2.31,-5.00%,stop_loss,"2025-11-17 19:27:18,704 INFO core.backtester - [EXIT] UPC | Price: $2.09 | P&L: $-2.31 (-5.00%) | Reason: stop_loss component=intraday_bt"
BANL,1.48,-2.26,-5.00%,stop_loss,"2025-11-17 19:27:18,746 INFO core.backtester - [EXIT] BANL | Price: $1.48 | P&L: $-2.26 (-5.00%) | Reason: stop_loss component=intraday_bt"
EKSO,2.58,-2.18,-5.00%,stop_loss,"2025-11-17 19:27:43,508 INFO core.backtester - [EXIT] EKSO | Price: $2.58 | P&L: $-2.18 (-5.00%) | Reason: stop_loss component=intraday_bt"
INO,7.89,-2.08,-5.00%,stop_loss,"2025-11-17 19:27:43,551 INFO core.backtester - [EXIT] INO | Price: $7.89 | P&L: $-2.08 (-5.00%) | Reason: stop_loss component=intraday_bt"
SYNX,3.32,-2.28,-5.00%,stop_loss,"2025-11-17 19:27:43,594 INFO core.backtester - [EXIT] SYNX | Price: $3.32 | P&L: $-2.28 (-5.00%) | Reason: stop_loss component=intraday_bt"
BTCM,3.98,-2.1,-5.00%,stop_loss,"2025-11-17 19:27:43,634 INFO core.backtester - [EXIT] BTCM | Price: $3.98 | P&L: $-2.10 (-5.00%) | Reason: stop_loss component=intraday_bt"
BFLY,1.1,-2.2,-5.00%,stop_loss,"2025-11-17 19:27:43,676 INFO core.backtester - [EXIT] BFLY | Price: $1.10 | P&L: $-2.20 (-5.00%) | Reason: stop_loss component=intraday_bt"
LXEH,4.26,-2.24,-5.00%,stop_loss,"2025-11-17 19:27:43,759 INFO core.backtester - [EXIT] LXEH | Price: $4.26 | P&L: $-2.24 (-5.00%) | Reason: stop_loss component=intraday_bt"
IFRX,1.8,-2.18,-5.00%,stop_loss,"2025-11-17 19:27:43,845 INFO core.backtester - [EXIT] IFRX | Price: $1.80 | P&L: $-2.18 (-5.00%) | Reason: stop_loss component=intraday_bt"
CVRX,26.89,-1.42,-5.00%,stop_loss,"2025-11-17 19:27:43,887 INFO core.backtester - [EXIT] CVRX | Price: $26.89 | P&L: $-1.42 (-5.00%) | Reason: stop_loss component=intraday_bt"
NLST,2.05,-2.16,-5.00%,stop_loss,"2025-11-17 19:27:43,933 INFO core.backtester - [EXIT] NLST | Price: $2.05 | P&L: $-2.16 (-5.00%) | Reason: stop_loss component=intraday_bt"
SOL,2.18,-2.19,-5.00%,stop_loss,"2025-11-17 19:27:43,982 INFO core.backtester - [EXIT] SOL | Price: $2.18 | P&L: $-2.19 (-5.00%) | Reason: stop_loss component=intraday_bt"
KTTA,7.59,-2.0,-5.00%,stop_loss,"2025-11-17 19:27:44,024 INFO core.backtester - [EXIT] KTTA | Price: $7.59 | P&L: $-2.00 (-5.00%) | Reason: stop_loss component=intraday_bt"
PLRX,28.45,-1.5,-5.00%,stop_loss,"2025-11-17 19:28:02,852 INFO core.backtester - [EXIT] PLRX | Price: $28.45 | P&L: $-1.50 (-5.00%) | Reason: stop_loss component=intraday_bt"
PPTA,3.24,-2.05,-5.00%,stop_loss,"2025-11-17 19:28:02,896 INFO core.backtester - [EXIT] PPTA | Price: $3.24 | P&L: $-2.05 (-5.00%) | Reason: stop_loss component=intraday_bt"
NEOV,1.8,-2.08,-5.00%,stop_loss,"2025-11-17 19:28:02,982 INFO core.backtester - [EXIT] NEOV | Price: $1.80 | P&L: $-2.08 (-5.00%) | Reason: stop_loss component=intraday_bt"
NTWK,1.93,-2.13,-5.00%,stop_loss,"2025-11-17 19:28:03,068 INFO core.backtester - [EXIT] NTWK | Price: $1.93 | P&L: $-2.13 (-5.00%) | Reason: stop_loss component=intraday_bt"
KGEI,3.77,-1.99,-5.00%,stop_loss,"2025-11-17 19:28:03,111 INFO core.backtester - [EXIT] KGEI | Price: $3.77 | P&L: $-1.99 (-5.00%) | Reason: stop_loss component=intraday_bt"
ENSC,1.76,-2.13,-5.00%,stop_loss,"2025-11-17 19:28:03,169 INFO core.backtester - [EXIT] ENSC | Price: $1.76 | P&L: $-2.13 (-5.00%) | Reason: stop_loss component=intraday_bt"
NNVC,1.14,-2.1,-5.00%,stop_loss,"2025-11-17 19:28:03,217 INFO core.backtester - [EXIT] NNVC | Price: $1.14 | P&L: $-2.10 (-5.00%) | Reason: stop_loss component=intraday_bt"
SURG,7.08,-1.86,-5.00%,stop_loss,"2025-11-17 19:28:03,259 INFO core.backtester - [EXIT] SURG | Price: $7.08 | P&L: $-1.86 (-5.00%) | Reason: stop_loss component=intraday_bt"
MPU,3.36,-1.95,-5.00%,stop_loss,"2025-11-17 19:28:03,306 INFO core.backtester - [EXIT] MPU | Price: $3.36 | P&L: $-1.95 (-5.00%) | Reason: stop_loss component=intraday_bt"
BATL,7.12,-1.87,-5.00%,stop_loss,"2025-11-17 19:28:03,371 INFO core.backtester - [EXIT] BATL | Price: $7.12 | P&L: $-1.87 (-5.00%) | Reason: stop_loss component=intraday_bt"
THTX,1.68,-2.04,-5.00%,stop_loss,"2025-11-17 19:28:03,429 INFO core.backtester - [EXIT] THTX | Price: $1.68 | P&L: $-2.04 (-5.00%) | Reason: stop_loss component=intraday_bt"
ELUT,4.42,-1.86,-5.00%,stop_loss,"2025-11-17 19:28:03,471 INFO core.backtester - [EXIT] ELUT | Price: $4.42 | P&L: $-1.86 (-5.00%) | Reason: stop_loss component=intraday_bt"
GRI,3.26,-1.89,-5.00%,stop_loss,"2025-11-17 19:28:24,143 INFO core.backtester - [EXIT] GRI | Price: $3.26 | P&L: $-1.89 (-5.00%) | Reason: stop_loss component=intraday_bt"
CGEM,18.05,-1.9,-5.00%,stop_loss,"2025-11-17 19:28:24,185 INFO core.backtester - [EXIT] CGEM | Price: $18.05 | P&L: $-1.90 (-5.00%) | Reason: stop_loss component=intraday_bt"
ITRM,3.02,-1.91,-5.00%,stop_loss,"2025-11-17 19:28:24,228 INFO core.backtester - [EXIT] ITRM | Price: $3.02 | P&L: $-1.91 (-5.00%) | Reason: stop_loss component=intraday_bt"
ODVWZ,3.13,-1.98,-5.00%,stop_loss,"2025-11-17 19:28:24,269 INFO core.backtester - [EXIT] ODVWZ | Price: $3.13 | P&L: $-1.98 (-5.00%) | Reason: stop_loss component=intraday_bt"
SHFS,1.2,-1.95,-5.00%,stop_loss,"2025-11-17 19:28:24,319 INFO core.backtester - [EXIT] SHFS | Price: $1.20 | P&L: $-1.95 (-5.00%) | Reason: stop_loss component=intraday_bt"
AHG,1.62,-1.97,-5.00%,stop_loss,"2025-11-17 19:28:24,362 INFO core.backtester - [EXIT] AHG | Price: $1.62 | P&L: $-1.97 (-5.00%) | Reason: stop_loss component=intraday_bt"
JL,10.1,-1.59,-5.00%,stop_loss,"2025-11-17 19:28:24,406 INFO core.backtester - [EXIT] JL | Price: $10.10 | P&L: $-1.59 (-5.00%) | Reason: stop_loss component=intraday_bt"
CCG,6.65,-1.75,-5.00%,stop_loss,"2025-11-17 19:28:24,445 INFO core.backtester - [EXIT] CCG | Price: $6.65 | P&L: $-1.75 (-5.00%) | Reason: stop_loss component=intraday_bt"
BBLGW,13.77,-1.45,-5.00%,stop_loss,"2025-11-17 19:28:24,488 INFO core.backtester - [EXIT] BBLGW | Price: $13.77 | P&L: $-1.45 (-5.00%) | Reason: stop_loss component=intraday_bt"
MPU,3.57,-1.88,-5.00%,stop_loss,"2025-11-17 19:28:24,530 INFO core.backtester - [EXIT] MPU | Price: $3.57 | P&L: $-1.88 (-5.00%) | Reason: stop_loss component=intraday_bt"
HWH,1.54,-1.86,-5.00%,stop_loss,"2025-11-17 19:28:24,614 INFO core.backtester - [EXIT] HWH | Price: $1.54 | P&L: $-1.86 (-5.00%) | Reason: stop_loss component=intraday_bt"
BDRX,2.14,-1.91,-5.00%,stop_loss,"2025-11-17 19:28:24,657 INFO core.backtester - [EXIT] BDRX | Price: $2.14 | P&L: $-1.91 (-5.00%) | Reason: stop_loss component=intraday_bt"
AZTR,1.41,-1.85,-5.00%,stop_loss,"2025-11-17 19:28:24,696 INFO core.backtester - [EXIT] AZTR | Price: $1.41 | P&L: $-1.85 (-5.00%) | Reason: stop_loss component=intraday_bt"
CETY,0.92,-1.89,-5.00%,stop_loss,"2025-11-17 19:28:24,734 INFO core.backtester - [EXIT] CETY | Price: $0.92 | P&L: $-1.89 (-5.00%) | Reason: stop_loss component=intraday_bt"
ODVWZ,3.7,-1.75,-5.00%,stop_loss,"2025-11-17 19:28:43,227 INFO core.backtester - [EXIT] ODVWZ | Price: $3.70 | P&L: $-1.75 (-5.00%) | Reason: stop_loss component=intraday_bt"
STIM,4.08,-1.72,-5.00%,stop_loss,"2025-11-17 19:28:43,265 INFO core.backtester - [EXIT] STIM | Price: $4.08 | P&L: $-1.72 (-5.00%) | Reason: stop_loss component=intraday_bt"
BDRX,2.14,-1.8,-5.00%,stop_loss,"2025-11-17 19:28:43,306 INFO core.backtester - [EXIT] BDRX | Price: $2.14 | P&L: $-1.80 (-5.00%) | Reason: stop_loss component=intraday_bt"
SMSI,1.01,-1.86,-5.00%,stop_loss,"2025-11-17 19:28:43,350 INFO core.backtester - [EXIT] SMSI | Price: $1.01 | P&L: $-1.86 (-5.00%) | Reason: stop_loss component=intraday_bt"
NRSN,1.1,-1.86,-5.00%,stop_loss,"2025-11-17 19:28:43,539 INFO core.backtester - [EXIT] NRSN | Price: $1.10 | P&L: $-1.86 (-5.00%) | Reason: stop_loss component=intraday_bt"
LXEH,4.18,-1.76,-5.00%,stop_loss,"2025-11-17 19:28:43,623 INFO core.backtester - [EXIT] LXEH | Price: $4.18 | P&L: $-1.76 (-5.00%) | Reason: stop_loss component=intraday_bt"
TLPH,1.1,-1.8,-5.00%,stop_loss,"2025-11-17 19:28:43,666 INFO core.backtester - [EXIT] TLPH | Price: $1.10 | P&L: $-1.80 (-5.00%) | Reason: stop_loss component=intraday_bt"
LUCD,1.42,-3.6,-5.00%,stop_loss,"2025-11-17 19:28:43,716 INFO core.backtester - [EXIT] LUCD | Price: $1.42 | P&L: $-3.60 (-5.00%) | Reason: stop_loss component=intraday_bt"
RDCM,10.18,-1.61,-5.00%,stop_loss,"2025-11-17 19:28:43,768 INFO core.backtester - [EXIT] RDCM | Price: $10.18 | P&L: $-1.61 (-5.00%) | Reason: stop_loss component=intraday_bt"
TENX,18.05,-0.95,-5.00%,stop_loss,"2025-11-17 20:12:11,470 INFO core.backtester - [EXIT] TENX | Price: $18.05 | P&L: $-0.95 (-5.00%) | Reason: stop_loss component=intraday_bt"
BEEP,5.1,-0.27,-5.00%,stop_loss,"2025-11-17 20:12:11,671 INFO core.backtester - [EXIT] BEEP | Price: $5.10 | P&L: $-0.27 (-5.00%) | Reason: stop_loss component=intraday_bt"
DDC,5.37,-0.28,-5.00%,stop_loss,"2025-11-17 20:12:11,729 INFO core.backtester - [EXIT] DDC | Price: $5.37 | P&L: $-0.28 (-5.00%) | Reason: stop_loss component=intraday_bt"
AEHL,2.44,-0.13,-5.00%,stop_loss,"2025-11-17 20:12:11,775 INFO core.backtester - [EXIT] AEHL | Price: $2.44 | P&L: $-0.13 (-5.00%) | Reason: stop_loss component=intraday_bt"
BBLGW,4.37,-0.23,-5.00%,stop_loss,"2025-11-17 20:12:11,820 INFO core.backtester - [EXIT] BBLGW | Price: $4.37 | P&L: $-0.23 (-5.00%) | Reason: stop_loss component=intraday_bt"
OABI,6.73,-0.35,-5.00%,stop_loss,"2025-11-17 20:12:11,873 INFO core.backtester - [EXIT] OABI | Price: $6.73 | P&L: $-0.35 (-5.00%) | Reason: stop_loss component=intraday_bt"
HYMC,2.73,-0.14,-5.00%,stop_loss,"2025-11-17 20:12:11,919 INFO core.backtester - [EXIT] HYMC | Price: $2.73 | P&L: $-0.14 (-5.00%) | Reason: stop_loss component=intraday_bt"
MDAI,2.84,-0.15,-5.00%,stop_loss,"2025-11-17 20:12:12,017 INFO core.backtester - [EXIT] MDAI | Price: $2.84 | P&L: $-0.15 (-5.00%) | Reason: stop_loss component=intraday_bt"
ELVA,3.19,-0.17,-5.00%,stop_loss,"2025-11-17 20:12:12,061 INFO core.backtester - [EXIT] ELVA | Price: $3.19 | P&L: $-0.17 (-5.00%) | Reason: stop_loss component=intraday_bt"
KOSS,3.58,-0.19,-5.00%,stop_loss,"2025-11-17 20:12:12,113 INFO core.backtester - [EXIT] KOSS | Price: $3.58 | P&L: $-0.19 (-5.00%) | Reason: stop_loss component=intraday_bt"
PWM,2.14,-0.11,-5.00%,stop_loss,"2025-11-17 20:12:12,159 INFO core.backtester - [EXIT] PWM | Price: $2.14 | P&L: $-0.11 (-5.00%) | Reason: stop_loss component=intraday_bt"
JSPR,6.65,-0.35,-5.00%,stop_loss,"2025-11-17 20:12:28,814 INFO core.backtester - [EXIT] JSPR | Price: $6.65 | P&L: $-0.35 (-5.00%) | Reason: stop_loss component=intraday_bt"
RVPHW,1.65,-0.09,-5.00%,stop_loss,"2025-11-17 20:12:28,873 INFO core.backtester - [EXIT] RVPHW | Price: $1.65 | P&L: $-0.09 (-5.00%) | Reason: stop_loss component=intraday_bt"
EKSO,3.0,-0.16,-5.00%,stop_loss,"2025-11-17 20:12:28,929 INFO core.backtester - [EXIT] EKSO | Price: $3.00 | P&L: $-0.16 (-5.00%) | Reason: stop_loss component=intraday_bt"
LEXX,1.46,-0.08,-5.00%,stop_loss,"2025-11-17 20:12:29,042 INFO core.backtester - [EXIT] LEXX | Price: $1.46 | P&L: $-0.08 (-5.00%) | Reason: stop_loss component=intraday_bt"
TIVC,1.96,-0.1,-5.00%,stop_loss,"2025-11-17 20:12:29,161 INFO core.backtester - [EXIT] TIVC | Price: $1.96 | P&L: $-0.10 (-5.00%) | Reason: stop_loss component=intraday_bt"
BMR,1.83,-0.1,-5.00%,stop_loss,"2025-11-17 20:12:29,224 INFO core.backtester - [EXIT] BMR | Price: $1.83 | P&L: $-0.10 (-5.00%) | Reason: stop_loss component=intraday_bt"
AREC,1.65,-0.09,-5.00%,stop_loss,"2025-11-17 20:12:29,278 INFO core.backtester - [EXIT] AREC | Price: $1.65 | P&L: $-0.09 (-5.00%) | Reason: stop_loss component=intraday_bt"
TENX,16.91,-0.89,-5.00%,stop_loss,"2025-11-17 20:12:29,452 INFO core.backtester - [EXIT] TENX | Price: $16.91 | P&L: $-0.89 (-5.00%) | Reason: stop_loss component=intraday_bt"
BWEN,2.75,-0.15,-5.00%,stop_loss,"2025-11-17 20:12:29,517 INFO core.backtester - [EXIT] BWEN | Price: $2.75 | P&L: $-0.15 (-5.00%) | Reason: stop_loss component=intraday_bt"
SABS,5.94,-0.31,-5.00%,stop_loss,"2025-11-17 20:12:43,541 INFO core.backtester - [EXIT] SABS | Price: $5.94 | P&L: $-0.31 (-5.00%) | Reason: stop_loss component=intraday_bt"
FEAM,1.6,-0.08,-5.00%,stop_loss,"2025-11-17 20:12:43,638 INFO core.backtester - [EXIT] FEAM | Price: $1.60 | P&L: $-0.08 (-5.00%) | Reason: stop_loss component=intraday_bt"
NUKK,2.44,-0.13,-5.00%,stop_loss,"2025-11-17 20:12:43,685 INFO core.backtester - [EXIT] NUKK | Price: $2.44 | P&L: $-0.13 (-5.00%) | Reason: stop_loss component=intraday_bt"
PRFX,2.56,-0.14,-5.00%,stop_loss,"2025-11-17 20:12:43,729 INFO core.backtester - [EXIT] PRFX | Price: $2.56 | P&L: $-0.14 (-5.00%) | Reason: stop_loss component=intraday_bt"
AEHL,2.17,-0.11,-5.00%,stop_loss,"2025-11-17 20:12:43,777 INFO core.backtester - [EXIT] AEHL | Price: $2.17 | P&L: $-0.11 (-5.00%) | Reason: stop_loss component=intraday_bt"
BDRX,2.82,-0.15,-5.00%,stop_loss,"2025-11-17 20:12:43,821 INFO core.backtester - [EXIT] BDRX | Price: $2.82 | P&L: $-0.15 (-5.00%) | Reason: stop_loss component=intraday_bt"
YI,1.77,-0.09,-5.00%,stop_loss,"2025-11-17 20:12:43,858 INFO core.backtester - [EXIT] YI | Price: $1.77 | P&L: $-0.09 (-5.00%) | Reason: stop_loss component=intraday_bt"
APM,2.28,-0.12,-5.00%,stop_loss,"2025-11-17 20:12:43,900 INFO core.backtester - [EXIT] APM | Price: $2.28 | P&L: $-0.12 (-5.00%) | Reason: stop_loss component=intraday_bt"
RANI,3.3,-0.17,-5.00%,stop_loss,"2025-11-17 20:12:43,942 INFO core.backtester - [EXIT] RANI | Price: $3.30 | P&L: $-0.17 (-5.00%) | Reason: stop_loss component=intraday_bt"
COYA,7.02,-0.37,-5.00%,stop_loss,"2025-11-17 20:12:43,986 INFO core.backtester - [EXIT] COYA | Price: $7.02 | P&L: $-0.37 (-5.00%) | Reason: stop_loss component=intraday_bt"
VNCE,3.34,-0.18,-5.00%,stop_loss,"2025-11-17 20:12:44,070 INFO core.backtester - [EXIT] VNCE | Price: $3.34 | P&L: $-0.18 (-5.00%) | Reason: stop_loss component=intraday_bt"
IMMX,6.12,-0.32,-5.00%,stop_loss,"2025-11-17 20:12:44,112 INFO core.backtester - [EXIT] IMMX | Price: $6.12 | P&L: $-0.32 (-5.00%) | Reason: stop_loss component=intraday_bt"
